row_id,composition,gap_expt
1067,CsTiCl3,0.0
1068,CsTiF4,0.0
1069,CsTm9(Cd2Se9)2,2.16
1071,CsVP2S7,0.0
1072,CsWCl6,0.0
1073,CsYCdSe3,2.54
1074,CsYHgSe3,2.54
1075,CsYTe3O8,3.4
1077,CsYbMnSe3,1.59
1078,CsZn2B3O7,5.69
1080,CsZn4In5Te12,1.61
1081,CsZrPSe6,2.0
1082,Cu(IrS2)2,0.0
1083,Cu(NO3)2,0.0
1084,Cu0.5Ge1Pb1.75S4,1.48
1085,Cu0.96Bi2Se3I1,0.68
1088,Cu11Sb4S13,0.0
1089,Cu15Si4,0.0
1090,Cu18S11,0.0
1091,Cu23(Sb4S13)2,0.0
1092,Cu25Se26,0.0
1096,Cu2HgGeSe4,0.0
1098,Cu2OF2,0.0
1099,Cu2PHO5,0.0
1100,Cu2Sb,0.0
1101,Cu2Te3O8,2.64
1102,Cu2WSe4,1.65
1103,Cu3(BiI4)4,0.0
1104,Cu3(P2O7)2,0.0
1105,Cu3Bi6S10I,0.72
1106,Cu3Hg2(Te3O8)2,2.56
1107,Cu3Pd,0.0
1108,Cu3SbSe4,0.31
1109,Cu3Se2(ClO3)2,0.0
1110,Cu4As2O9,0.0
1111,Cu4H10SO12,0.0
1112,Cu4Pd,0.0
1114,Cu4W(SCl)4,0.0
1115,Cu5(Si2O7)2,0.0
1116,Cu6PbO8,0.0
1117,Cu7Hg6,0.0
1118,Cu8O,0.0
1119,Cu9O13,0.0
1120,Cu9S5,0.0
1121,Cu9Se4(Cl3O7)2,0.0
1123,CuBi(PSe3)2,1.2
1124,CuBiPbS3,0.12
1125,CuBiPbSe3,0.07
1126,CuBiSO,1.07
1127,CuBiSeO,0.82
1128,CuCN2,0.0
1129,CuClO2,0.0
1130,CuF,0.0
1131,CuHg(SeO3)2,3.25
1132,CuMoO4,0.0
1135,CuP2(HO3)2,0.0
1136,CuPO4F,0.0
1137,CuPS3,2.2
1138,CuPd,0.0
1139,CuPtO2,0.0
1140,CuSbPbS3,1.31
1142,CuSbSe2,1.05
1143,CuSeO3,0.0
1144,Dy(Al2Cu)4,0.0
1145,Dy(CoGe)2,0.0
1146,Dy(CuSe)3,0.2
1147,Dy(CuSi)2,0.0
1148,Dy(CuTe)3,0.34
1149,Dy(GeRu)2,0.0
1151,Dy12C6I17,0.0
1152,Dy12Co7,0.0
1153,Dy1Te1.4,0.6
1156,Dy2(GePt3)3,0.0
1158,Dy2AlCo2,0.0
1159,Dy2C,0.0
1160,Dy2CdPd2,0.0
1161,Dy2CuOs,0.0
1162,Dy2MgIn,0.0
1163,Dy2MgTl,0.0
1164,Dy2Ni12P7,0.0
1165,Dy2O3,5.0
1166,Dy2S3,2.91
1167,Dy2Sn5,0.0
1168,Dy2Te3,0.69
1169,Dy2Ti3Si4,0.0
1170,Dy2TlCd,0.0
1171,Dy2ZnIn,0.0
1172,Dy3(CuGe)4,0.0
1173,Dy3Al0.5Si1S7,2.22
1174,Dy3Ga,0.0
1176,Dy3InC,0.0
1177,Dy3MnB7,0.0
1178,Dy4CdRh,0.0
1179,Dy4GaSbS9,2.58
1180,Dy4Sb3,0.0
1181,Dy4Te3S4,1.43
1182,Dy5Pb3,0.0
1183,Dy5Sn3,0.0
1184,Dy6FeTe2,0.0
1185,Dy7In(CoGe3)4,0.0
1186,DyAg,0.0
1187,DyAgGe,0.0
1189,DyAs,1.0
1190,DyB2Rh2C,0.0
1191,DyB6,3.3
1192,DyBPd3,0.0
1193,DyBiPd,0.0
1194,DyBiPt,0.0
1195,DyCd2,0.0
1196,DyCoSi2,0.0
1197,DyFeSi,0.0
1199,DyInAu,0.0
1200,DyInCu2,0.0
1201,DyInPt2,0.0
1206,DyPO4,6.38
1208,DyS2,0.0
1209,DySiIr,0.0
1211,DySnRu2,0.0
1212,DyYAg2,0.0
1213,DyZnGa,0.0
1214,DyZnRh2,0.0
1217,Er(Al10Cr)2,0.0
1218,Er(CrSi)2,0.0
1219,Er(CuGe)2,0.0
1220,Er(CuTe)3,0.24
1221,Er(InS2)3,1.28
1222,Er(ReO4)2,0.0
1223,Er(SiPd)2,0.0
1224,Er2(Ga3Co)3,0.0
1226,Er2C3,0.0
1228,Er2Mg3Ru,0.0
1229,Er2MnC4,0.0
1230,Er2O3,5.42
1231,Er2Se3,1.66
1232,Er2SnAu2,0.0
1234,Er3Al3NiGe2,0.0
1236,Er3Te4,0.9
1237,Er4NiB13,0.0
1238,Er5Bi3,0.0
1239,Er5NiPb3,0.0
1240,Er5Si3,0.0
1241,Er6MnBi2,0.0
1243,ErAl9(Fe2Si3)2,0.0
1244,ErAlGe,0.0
1245,ErB2Ir3,0.0
1247,ErB6,3.5
1248,ErBPd3,0.0
1249,ErBiW2O9,3.26
1251,ErCuPb,0.0
1253,ErHg2,0.0
1255,ErMg2,0.0
1256,ErNi4Au,0.0
1257,ErNi4B,0.0
1259,ErPbAu,0.0
1261,ErSe2,1.07
1262,ErSiPd,0.0
1263,ErSnAu,0.0
1264,ErTe,0.9
1265,ErTlPd,0.0
1266,ErZn12,0.0
1267,Eu(AlAu)2,0.0
1268,Eu(AsPd)2,0.0
1269,Eu(BiSe2)2,1.02
1270,Eu(BiTe2)2,0.44
1271,Eu(CdSb)2,0.0
1274,Eu(ErSe2)2,1.7
1275,Eu(FeSi)2,0.0
1276,Eu(GaS2)2,2.25
1277,Eu(GaSe2)2,2.16
1278,Eu(GaTe2)2,1.7
1279,Eu(HoSe2)2,1.8
1281,Eu(InS2)2,1.5
1283,Eu(InTe2)2,1.22
1286,Eu(MnGe)2,0.0
1287,Eu(Ni2B)6,0.0
1288,Eu(NiAs)2,0.0
1290,Eu(SbS2)2,1.2
1291,Eu(SbSe2)2,0.95
1292,Eu(TmSe2)2,1.8
1293,Eu(ZnGe)2,0.0
1294,Eu(ZnSi)2,0.0
1295,Eu1.75Ag0.5Ge1S4,2.14
1297,Eu2(Ga3Rh)3,0.0
1299,Eu2CuO4,0.0
1300,Eu2Ga2GeS7,2.3
1301,Eu2Ge(BO4)2,0.0
1302,Eu2O3,4.5
1303,Eu2PBr,0.0
1304,Eu2ReO5,0.0
1305,Eu2Se3,1.02
1306,Eu2SnSe5,1.07
1307,Eu2TeO2,0.0
1308,Eu3(InP2)2,0.45
1312,Eu3P2,1.2
1313,Eu3S4,1.7
1314,Eu3Sb4S9,1.2
1315,Eu3Sb4Se9,1.08
1317,Eu3Sn,0.0
1318,Eu4Te7,0.31
1319,Eu7(Ga3Sb4)2,0.6
1320,EuAgSb,0.0
1321,EuAl2O4,2.74
1322,EuAlO3,0.0
1324,EuBi3,0.0
1327,EuClO,0.0
1328,EuCo8P5,0.0
1330,EuCu9Sn4,0.0
1331,EuCuSeF,0.0
1333,EuF3,0.0
1334,EuGe3Pt,0.0
1335,EuH2,1.85
1336,EuIn2(GeIr)4,0.26
1337,EuN,1.25
1338,EuNiGe3,0.0
1339,EuO,1.12
1341,EuPd,0.0
1343,EuS,1.65
1344,EuSb4S7,0.98
1345,EuSb4Te7,0.54
1349,EuSeClO3,0.0
1350,EuSn3,0.0
1351,EuSnAu2,0.0
1353,EuSnTe2,0.6
1354,EuTiClO3,0.0
1356,EuTl,0.0
1357,EuZn,0.0
1361,Fe2B(PO4)3,3.52
1362,Fe2Cu(PO4)3,0.0
1363,Fe2O2F3,0.0
1369,Fe4H15(IO8)3,2.3
1371,Fe4Si2Sn7O16,0.0
1372,Fe6O7F5,0.0
1373,Fe6W6C,0.0
1374,Fe9Co7,0.0
1375,FeAg3(CN)6,0.0
1376,FeAgSe2,0.23
1377,FeAs2O7,0.0
1378,FeAsSe,0.6
1379,FeBi(SeO3)3,2.54
1380,FeBi25O39,2.8
1381,FeCo2Si,0.0
1382,FeCoAs,0.0
1383,FeCuSe2,0.15
1384,FeCuTe2,0.16
1385,FeI2,5.15
1386,FeOF,0.0
1387,FeP,0.0
1388,FeP4,0.32
1389,FePS,0.25
1390,FePd3,0.0
1391,FeRhO3,0.0
1392,FeSn,0.0
1393,Ga1As0.1P0.9,1.22
1394,Ga0.001Te1Pb0.999,0.3
1396,Ga0.01Te1Pb0.99,0.42
1397,Ga0.04Te1Pb0.96,0.37
1398,Ga0.07Te1Pb0.93,0.34
1399,Ga0.95Hg0.05Sb0.95Te0.05,0.69
1400,Ga0.99Hg0.01Sb0.99Te0.01,0.72
1401,Ga0.9Hg0.1Sb0.9Te0.1,0.65
1402,Ga1.001Sb0.999Se0.003,0.71
1403,Ga1.001Sb0.999Te0.003,0.72
1405,Ga1.002Sb0.998Te0.006,0.7
1406,Ga1.005Sb0.995Se0.015,0.64
1407,Ga1.005Sb0.995Te0.015,0.68
1408,Ga1.01Cu0.99Se2.01,1.59
1409,Ga1.01Sb0.99Se0.03,0.62
1413,Ga1.05Sb0.95Se0.15,0.66
1414,Ga1.05Sb0.95Te0.15,0.68
1416,Ga1.1Sb0.9Se0.3,0.67
1418,Ga1.2Cu0.8Se2.2,1.58
1420,Ga1.5Cu0.5Se2.5,1.76
1421,Ga1.65Cu0.35S2.65,2.53
1422,Ga1.65Cu0.35Se2.65,1.81
1423,Ga1.6Cu0.4S2.6,2.45
1424,Ga1.7Cu0.3S2.7,2.55
1425,Ga1.85Cu0.15Se2.85,1.92
1427,Ga1.8Cu0.2Se2.8,1.86
1429,Ga1.95Cu0.05Se2.95,1.96
1430,Ga1.99Cu0.01Se2.99,1.99
1433,Ga1As0.2P0.8,2.2
1434,Ga1As0.3P0.7,2.16
1435,Ga1As0.4P0.6,2.1
1436,Ga1As0.5P0.5,2.0
1437,Ga1As0.6P0.4,1.91
1438,Ga1As0.7P0.3,1.8
1439,Ga1As0.8P0.2,1.62
1442,Ga1Sb0.01As0.99,0.7
1445,Ga1Sb0.35As0.65,0.68
1446,Ga1Sb0.3As0.7,0.67
1449,Ga1Sb0.95As0.05,1.28
1450,Ga1Sb0.99As0.01,1.37
1452,Ga2Cu1S3.5,2.42
1453,Ga2CuSe4,0.63
1454,Ga2GePbSe6,1.96
1455,Ga2GeTe3,0.84
1456,Ga2HgS4,2.79
1457,Ga2HgSe4,1.95
1458,Ga2NiS4,0.0
1459,Ga2PbS4,2.38
1460,Ga2PbSe4,1.83
1462,Ga2Se2O7,4.61
1463,Ga2Si(AgS3)2,2.35
1466,Ga3CuTe5,1.09
1468,Ga3SiAg3Se8,2.3
1470,Ga4PbS7,3.08
1471,Ga4SnS7,3.1
1472,Ga4SnSe7,2.55
1474,Ga5Ge(PbSe3)4,1.91
1475,Ga5Pd13,0.0
1476,Ga8Cu3Mo2,0.0
1477,Ga9Rh2,0.0
1479,GaAgGe5Se12,2.14
1481,GaAgO2,2.2
1487,GaCuO2,1.47
1488,GaFe3,0.0
1490,GaGeTe,1.1
1491,GaHSeO4,5.51
1493,GaSiAgSe4,2.63
1494,GaSiRu2,0.0
1496,GaTc2W,0.0
1497,Gd(CuS)3,1.62
1498,Gd(CuSe)3,0.14
1499,Gd(CuTe)3,0.52
1501,Gd(NiGe)2,0.0
1502,Gd(SiRu)2,0.0
1503,Gd1.05Sc0.95Se3,1.2
1504,Gd1.47Mn2.04In0.49S5,1.75
1505,Gd1.87Lu2.13Se6,1.56
1506,Gd1Mn1.95In1.05S5,1.66
1507,Gd2(Zn2Ge)3,0.0
1508,Gd2AlCo2,0.0
1509,Gd2Mn4S7,1.44
1510,Gd2O3,5.3
1511,Gd2S3,2.55
1515,Gd2ZrS5,1.88
1516,Gd3(AlNi3)2,0.0
1518,Gd3Al0.74Si0.7S7,2.34
1519,Gd3Al7Ag2,0.0
1520,Gd3Co11B4,0.0
1521,Gd3ReO7,0.0
1523,Gd4GaSbS9,2.41
1524,Gd6Ge2.5S14,2.2
1525,Gd6Ta4Al43,0.0
1526,GdAs,0.63
1527,GdB(SbO4)2,3.48
1528,GdB6,3.6
1529,GdB66,1.27
1530,GdCd2,0.0
1531,GdCd4B3O10,3.8
1532,GdGeRu,0.0
1533,GdH2NO5,4.84
1534,GdInIr,0.0
1535,GdN,1.54
1536,GdNiO3,0.0
1537,GdO2,0.0
1538,GdPbAu,0.0
1539,GdSb,0.0
1540,GdSbPd,0.0
1542,GdSe2,0.0
1543,GdTe,1.3
1544,GdZn,0.0
1545,GdZnIn,0.0
1546,Ge(Bi3O5)4,3.25
1547,Ge(SeO3)2,5.27
1548,Ge(WO3)6,0.0
1549,Ge0.01Pb0.99Se1,0.27
1550,Ge0.01Te0.01Pb0.99Se0.99,0.23
1552,Ge0.01Te1Pb0.99,0.32
1553,Ge0.02Te0.98Pb0.98S0.02,0.34
1558,Ge0.05Te1Pb0.95,0.34
1559,Ge0.06Te0.06Pb0.94Se0.94,0.28
1560,Ge0.15Pb0.85Se0.85S0.15,0.34
1561,Ge0.15Te0.15Pb0.85Se0.85,0.32
1564,Ge0.1Pb0.9Se1,0.3
1565,Ge0.1Te1Pb0.9,0.35
1566,Ge0.25Te1Pb0.75,0.44
1567,Ge0.2Pb0.8Se1,0.35
1568,Ge0.2Te0.2Pb0.8Se0.8,0.36
1569,Ge0.2Te1Pb0.8,0.4
1570,Ge0.39Te1Pb0.61,0.56
1571,Ge0.3Pb0.7Se1,0.4
1573,Ge0.41Te1Pb0.59,0.49
1574,Ge0.4Te1Pb0.6,0.51
1575,Ge2Os,0.0
1576,Ge2Sb2Te5,0.5
1577,Ge3Bi3O10.5,3.3
1578,Ge3Sb,0.0
1579,Ge40Te5.3I8,0.8
1580,Ge5(Te4As)2,0.0
1581,GeAs3,0.0
1582,GeI2,1.5
1583,GeO2,5.54
1584,GeP,0.95
1585,GePb2(SeO3)4,4.1
1586,GePbS3,2.4
1587,GePt2,0.0
1590,H2Se,0.0
1591,H7Se2NO6,4.81
1595,Hf(VGa2)2,0.0
1596,Hf(VH2)2,0.0
1597,Hf2Al3C4,0.0
1598,Hf2Co4P3,0.0
1599,Hf2Fe,0.0
1601,Hf2Hg,0.0
1605,Hf2ReRh,0.0
1606,Hf2S,0.0
1607,Hf2Si,0.0
1609,Hf3(CuSi)4,0.0
1610,Hf3(NiGe)4,0.0
1611,Hf3P,0.0
1612,Hf3P3Pd4,0.0
1613,Hf3Sb,0.0
1615,Hf4Al3,0.0
1618,Hf5CuPb3,0.0
1619,Hf5Pb,0.0
1620,Hf5Sb3,0.0
1622,Hf5Si4,0.0
1623,Hf5Sn3,0.0
1624,Hf5Sn4,0.0
1625,Hf5Te4,0.0
1626,Hf6PbO18,0.0
1627,Hf7P4,0.0
1628,HfAlPd2,0.0
1629,HfAs2,0.0
1630,HfAsRh,0.0
1631,HfB,0.0
1632,HfB4Ir3,0.0
1633,HfC,0.0
1634,HfCo3B2,0.0
1635,HfFe2,0.0
1636,HfGaCo2,0.0
1637,HfHg4(AsCl3)2,2.47
1638,HfHg4(PCl3)2,3.26
1640,HfNi5,0.0
1641,HfO2,5.55
1642,HfOs2,0.0
1643,HfPt,0.0
1644,HfS2,2.9
1645,HfSe2,2.2
1646,HfSi,0.0
1647,HfSiPt,0.0
1648,HfTc,0.0
1649,HfTiF6,0.0
1650,HfTl3,0.0
1651,HfVSi,0.0
1652,HfZnNi2,0.0
1653,Hg2Rh,0.0
1654,Hg2Sb2O7,0.0
1655,Hg3As,0.0
1656,Hg3Bi2(SCl4)2,3.26
1657,Hg3Bi2(TeCl4)2,2.8
1658,Hg3C,0.0
1659,Hg3PS3,1.98
1660,Hg3PS4,2.03
1661,Hg3Sb,0.0
1662,Hg5AsS2I3,1.57
1663,Hg7.5As4Cl6,1.73
1664,Hg8Bi3As4Cl13,2.43
1665,HgBr,2.6
1666,HgBr2,3.59
1667,HgBrCl,3.4
1668,HgCl2,4.45
1670,HgIrO3,0.0
1671,HgOsPb2,0.0
1672,HgPS3,2.6
1673,HgPt,0.0
1674,HgPt3,0.0
1675,HgRhO3,0.0
1676,HgS,2.1
1677,HgTe,0.15
1678,HgTeBr,2.06
1679,HgTeI,1.85
1680,Ho(BC)2,0.0
1681,Ho(BiO3)2,0.0
1682,Ho(CuO2)2,0.0
1683,Ho(CuSe)3,0.16
1685,Ho(InS2)3,1.23
1686,Ho(MnSn)6,0.0
1688,Ho(SbO3)2,0.0
1689,Ho(SiOs)2,0.0
1690,Ho(SiPd)2,0.0
1692,Ho(SiRu)2,0.0
1693,Ho10Si17,0.0
1694,Ho2Au,0.0
1695,Ho2B4C,0.0
1696,Ho2Co17,0.0
1697,Ho2CuRh,0.0
1698,Ho2Ge5Rh3,0.0
1699,Ho2GeS5,2.5
1700,Ho2HfS5,1.0
1702,Ho2Pd2Pb,0.0
1703,Ho2S3,0.5
1704,Ho3AlC,0.0
1706,Ho3Ge5,0.0
1707,Ho3Hg,0.0
1709,Ho3P,0.0
1711,Ho4C7,0.0
1713,Ho5(Ge5Rh2)2,0.0
1716,HoAlB14,0.0
1717,HoB2Rh3,0.0
1718,HoB4,0.0
1720,HoCd,0.0
1721,HoCd3,0.0
1722,HoCdCu4,0.0
1723,HoCo3,0.0
1725,HoGe,0.0
1726,HoGeAu,0.0
1727,HoInAu2,0.0
1729,HoMg2,0.0
1731,HoMgZn2,0.0
1732,HoMn12,0.0
1733,HoNiGe,0.0
1734,HoSb2,0.0
1736,HoSiRu2C,0.0
1737,HoTh3,0.0
1738,HoTiGe,0.0
1739,HoTiO3,0.0
1740,HoTiSi,0.0
1741,HoTlPd,0.0
1742,HoZnRh,0.0
1743,HoZnRh2,0.0
1745,In(MoSe)3,0.0
1746,In(PSe2)2,1.29
1747,In0.001Te1Pb0.999,0.3
1749,In0.01Ga0.99As0.99P0.01,1.43
1751,In0.01Te1Pb0.99,0.53
1752,In0.04Te1Pb0.96,0.37
1753,In0.07Te1Pb0.93,0.32
1754,In0.1Ga0.9As0.1P0.9,2.25
1755,In0.1Ga0.9As0.9P0.1,1.6
1757,In0.2Ga0.8As0.8P0.2,1.58
1759,In0.3Ga0.7As0.3P0.7,2.05
1761,In0.3Ga0.7As1,1.0
1762,In0.3Ga0.7P1,2.2
1763,In0.4Ga0.6As0.4P0.6,1.85
1767,In0.4Ga1.6Cu1S3.5,2.15
1769,In0.5Ga0.5P1,1.9
1770,In0.6Ga0.4As0.6P0.4,1.25
1772,In0.7Ga0.3As0.3P0.7,1.58
1773,In0.8Ga0.2As0.2P0.8,1.4
1774,In0.8Ga0.2As0.8P0.2,0.85
1775,In0.8Ga0.2As1,0.5
1777,In0.99Ga0.01As0.99P0.01,0.3
1779,In0.9Ga0.1As0.9P0.1,0.45
1780,In1.01Cu0.99Se2.01,1.08
1781,In1.05Cu0.95Se2.05,1.07
1782,In1.1Cu0.9Se2.1,1.06
1783,In1.3Cu0.7Se2.3,1.1
1784,In1.5Cu0.5Se2.5,1.24
1785,In1.65Cu0.35Se2.65,1.19
1786,In1.6Cu0.4Se2.6,1.32
1788,In1.7Cu0.3Se2.7,1.21
1789,In1.85Cu0.15Se2.85,1.32
1790,In1.8Cu0.2Se2.8,1.26
1791,In1.99Cu0.01Se2.99,1.45
1793,In11.3Bi14.7S38,1.45
1795,In1Ag1.75Sb5.75Se11,0.94
1796,In1Ga1Cu1S3.5,1.84
1799,In1Sb0.1As0.9,0.14
1801,In1Sb0.3As0.7,0.11
1802,In1Sb0.4As0.6,0.1
1803,In1Sb0.5As0.5,0.1
1804,In1Sb0.6As0.4,0.13
1806,In1Sb0.8As0.2,0.21
1807,In1Sb0.99As0.01,0.35
1808,In1Sb0.9As0.1,0.27
1810,In2B(PO4)3,5.39
1811,In2Bi3Se7I,1.38
1815,In2GeTe3,0.68
1817,In2HgS4,2.0
1818,In2HgSe4,0.6
1819,In2O3,2.8
1820,In2Pt,0.0
1821,In2S3,2.0
1822,In2Se2O7,2.97
1823,In2Te,0.46
1824,In3AgTe5,0.68
1825,In3Au10,0.0
1826,In3Bi7(Pb2S9)2,0.0
1828,In3CuSe5,0.6
1829,In3Pd5,0.0
1830,In3Sb,0.0
1831,In4As5(BrO4)3,4.22
1832,In4Bi3S10,1.42
1833,In4Cu2Te7,1.1
1835,In4Se3,0.64
1836,In5AgS8,1.76
1837,In5AgTe8,0.47
1840,In9AgTe14,1.5
1841,InAg3,0.0
1843,InAgTe2,0.93
1845,InAu3,0.0
1846,InBi2S4Br,1.5
1847,InBi2S4Cl,1.5
1850,InCuS2,1.5
1851,InFe2CuSe4,0.0
1852,InHg7S6Cl5,2.54
1853,InHgW2,0.0
1855,InPt,0.0
1856,InPt3C,0.0
1857,InSb2S4Br,1.8
1858,InSb2S4Cl,1.8
1859,InSb2Se4Br,1.35
1860,InSiIr,0.0
1861,InSiTe3,0.0
1862,InSn2As2Se,0.2
1863,InSnAsSe,0.26
1864,Ir0.67S2,2.0
1866,IrPb,0.0
1868,IrSe2,0.9
1869,IrSeS,1.2
1870,K(CoSe)2,0.0
1871,K(FeAs)2,0.0
1872,K(GeSe2)2,1.8
1873,K(OsO3)2,0.0
1874,K0.8Sn2Hg1.2S8,2.78
1875,K1.25Bi7.25Pb3.5Se15,0.53
1876,K1.46Sn3.09Bi7.45Se15,0.39
1877,K1.83Cd1.83Bi2.17S6,1.37
1878,K10Fe4Sn4S17,2.2
1879,K10Mn4Sn4S17,2.3
1881,K10Zn4Ge4S17,3.34
1882,K11Mn4O16,0.0
1883,K2.15Sb8.15Pb1.7Se15,0.6
1884,K2Ag3Sb3S7,2.2
1885,K2AgSnSe4,1.8
1886,K2Al2B2O7,6.89
1887,K2Au(IO3)5,2.65
1888,K2B10H9O,0.0
1890,K2Cd(PSe3)2,2.58
1891,K2Cd2Te3,1.93
1892,K2Cd3S4,2.75
1893,K2Cd3Se4,2.36
1894,K2Cd3Te4,2.26
1895,K2Ce(PO4)2,2.46
1896,K2Dy2Ti3O10,3.38
1898,K2Ga3CuSe6,1.72
1899,K2Gd2Sb2Se9,1.33
1900,K2Gd2Ti3O10,3.3
1901,K2Ge2PbS6,2.85
1902,K2Ge3(BO5)2,5.38
1903,K2Hg(PSe3)2,2.25
1904,K2Hg3(GeS4)2,2.64
1905,K2Hg3Se1.31S2.69,2.28
1907,K2Ho4Cu4S9,2.43
1908,K2In2P3Se10,2.2
1909,K2In3AgSe6,1.64
1910,K2In3CuSe6,1.68
1911,K2La2Sb2S9,2.2
1912,K2La2Ti3O10,3.05
1913,K2Mn(SnSe3)2,2.0
1914,K2Mn3S4,0.0
1915,K2MnSnSe4,1.7
1916,K2Mo2Se2O11,3.3
1917,K2NbCuS4,2.82
1918,K2NbCuSe4,2.14
1921,K2PAuS4,2.63
1922,K2PdSe10,1.48
1924,K2ReH9,5.71
1926,K2S,2.1
1927,K2Sb8Se3,1.31
1929,K2Sm2Ti3O10,3.26
1931,K2Sn(AuS2)2,2.75
1932,K2Sn3(SbS5)2,2.3
1933,K2Ta15O32,0.33
1934,K2Te,1.9
1935,K2TeI6,1.38
1936,K2Th(CuS2)2,2.17
1937,K2Ti(CuS2)2,2.04
1938,K2VAgS4,1.85
1939,K2VCuS4,1.82
1940,K2Zn(SnSe3)2,1.71
1941,K2ZnTe2,3.0
1942,K3(FeS2)2,0.0
1944,K3Bi2I9,2.1
1947,K3Ga3Ge7S20,3.25
1949,K3Hg,0.0
1951,K3NaSn3Se8,2.2
1952,K3Nb2AsSe11,1.53
1953,K3Sm(AsS4)2,2.2
1954,K3Sn,0.0
1956,K3Ta2AsSe11,1.45
1957,K3Th2Cu3S7,2.49
1958,K3Ti2P5S18,1.61
1959,K3UF3,0.0
1961,K4(ZrSe5)3,1.81
1963,K4Al4Si19,1.4
1964,K4C2O3,0.0
1965,K4Ce3Sn3S14,2.46
1966,K4Ga4Si19,1.18
1967,K4Ge(PSe3)4,2.0
1968,K4GeS4,0.8
1969,K4GeSe4,0.64
1970,K4Hf3Se14,2.02
1971,K5In3P6Se19,2.2
1972,K6Cd4Sn3Se13,2.33
1973,K6CdTe4,2.51
1974,K6Ta1.03Nb2.97S25,2.01
1975,K6Ta2.93Nb1.07S22,1.88
1976,K6Yb3(PS4)5,2.6
1980,KAg2,0.0
1981,KAg2AsS3,2.25
1983,KAg2SbS3,2.1
1984,KAg2SbS4,2.2
1985,KAgAsS2,2.21
1986,KAgF3,0.0
1987,KAgO,0.0
1988,KAlGeS4,3.5
1989,KAsSe2,1.62
1990,KAu(IO3)4,2.75
1991,KB5PbO9,3.1
1992,KBaAsSe3,2.26
1993,KBaB5O9,3.65
1994,KBaSbSe3,2.04
1995,KBi2,0.0
1996,KBi3S5,1.21
1997,KBiO3,0.0
1998,KBiS2,0.86
2000,KBr,7.6
2001,KC60,0.0
2002,KCd4Ga5Se12,2.16
2003,KCeSe4,1.54
2004,KCl,8.5
2005,KCoO2,0.0
2006,KCu2BiS3,1.29
2007,KCu3S2,1.46
2010,KCuSnS3,1.47
2012,KEuAsS4,1.89
2013,KEuS2,0.0
2014,KF,10.3
2016,KFeCuTe2,1.06
2017,KGaSe2,2.6
2018,KGaSnSe4,1.73
2019,KH(CN2)3,0.0
2022,KHg2,0.0
2023,KIn(TeO3)2,4.0
2025,KInS2,3.0
2027,KInSnS4,2.3
2028,KLi(WO3)3,0.0
2029,KLiCO3,6.32
2030,KLu,0.0
2031,KMo6S7,0.0
2032,KNb2O5,0.0
2033,KNb2Se,0.0
2034,KNb3(SeO6)2,3.46
2035,KNb3(TeO6)2,3.52
2036,KNbSe2O7,4.0
2038,KPAu5S8,2.14
2039,KPPbO4,4.44
2041,KPSe6,2.16
2042,KRbBi8Se13,0.64
2043,KRuO4,0.0
2044,KSb,0.9
2045,KSb(SO4)2,4.64
2046,KSc(SeO3)2,5.4
2048,KSi2P3,1.72
2049,KSiBiS4,2.25
2050,KSm2CuS4,2.17
2053,KTa3(TeO6)2,4.06
2054,KTa3CuO9,0.0
2055,KTaO3,3.5
2056,KTbSe4,1.65
2057,KTeP2,1.4
2059,KTi2F7,6.4
2060,KTi5Se8,0.0
2061,KTm,0.0
2062,KUClO3,2.37
2063,KUCuSe3,0.0
2066,KV6O11,0.0
2067,KY(TeO3)2,3.8
2069,KYbSe2,0.0
2070,KZn4(BO3)3,2.32
2071,KZrPSe6,2.0
2072,La(FeAs3)4,0.0
2073,La(In2Au)2,0.0
2074,La(InS2)3,1.03
2075,La(Ni2B)6,0.0
2076,La(PRu)2,0.0
2077,La(SiOs)2,0.0
2079,La1.86Tb1.14Ga1.67S7,2.67
2080,La10Mn9O30,0.0
2082,La10Si8O3,0.0
2083,La16Mn15O48,0.0
2084,La1Se0.14S1.86,2.5
2085,La2.1Bi5.9Pb2S14,1.0
2087,La20Mo12Cl4O63,2.4
2088,La2B4Rh5,0.0
2089,La2CuO4,0.0
2090,La2Fe(SeO)2,0.7
2092,La2Ga0.33Sb1S5,1.76
2093,La2Ga2GeS8,2.78
2094,La2Ge2Se7,1.08
2095,La2Ge5Ir3,0.0
2096,La2Ge5Rh3,0.0
2098,La2HfS5,0.7
2099,La2In,0.0
2102,La2Ni5B4,0.0
2103,La2O3,5.4
2105,La2PI2,0.0
2108,La2Rh7,0.0
2109,La2S3,2.77
2110,La2Si5Rh3,0.0
2111,La2Sn5Rh3,0.0
2112,La2TiCoO6,1.02
2113,La2V2IO9,3.63
2114,La2VCoO6,0.41
2116,La2YbCuS5,1.45
2117,La2YbCuSe5,1.15
2118,La2Zn(SeO)2,3.4
2119,La2ZrS5,2.01
2120,La3(BN2)2,0.0
2121,La3(OsO5)2,0.0
2122,La3(ReO5)2,0.0
2125,La3Ga1Ge0.5S7,2.54
2126,La3GaCuSe7,1.36
2127,La3Ge3Br2,0.0
2128,La3In1Ge0.5S7,2.61
2129,La3LuSe6,1.26
2130,La3Mg0.5Sn1S14,1.71
2131,La3Mo4O16F,3.7
2133,La3Si1Sb0.33S7,1.92
2134,La3Si1Sb0.33Se7,1.75
2135,La3Te4,0.43
2136,La3ZrSb5,0.0
